time_s,L_Wx,L_Wy,L_Wz,L_Lacc_dt_s,L_GameRo_dt_s,R_Wx,R_Wy,R_Wz,R_Lacc_dt_s,R_GameRo_dt_s
21.3362,-1.4660401531248526,-8.279963467972998,-10.245918955294258,0.0037662939999982825,0.0037662939999982825,-1.3223084792828663,8.899269316174937,4.0697709915674425,0.003843385999999782,0.003843385999999782
21.3562,-1.5101765952500656,-9.254551716401512,-9.19835361244656,0.0035959639999987303,0.0035959639999987303,-1.8034863961548244,8.528670578784673,6.854385747640497,0.00355723999999924,0.00355723999999924
21.3762,-1.6624292315218836,-10.350757613534205,-7.704745347903799,0.0034805650000002686,0.0034805650000002686,-2.188887757711814,6.64814773431807,10.277768633649078,0.0032573959999986357,0.0032573959999986357
21.3962,-1.8857856610067634,-11.179383862500929,-5.564033779156541,0.003375665000000083,0.003375665000000083,-1.4976412743880123,4.495422614930737,11.540591801394708,0.0029437500000000227,0.0029437500000000227
21.4162,-2.3982184535613835,-11.693112988544588,-3.433186986770096,0.0032349580000001765,0.0032349580000001765,-0.31017611652550925,3.3780111608625063,11.202126377336826,0.0026576039999994805,0.0026576039999994805
21.436200000000003,-2.765749396144302,-11.607310689821798,-1.1226516947281873,0.0030949419999970473,0.0030949419999970473,-0.2605186823116965,2.1268066675620445,10.725822132357978,0.0023577609999954063,0.0023577609999954063
21.456200000000003,-3.2731153680387335,-11.83613349190047,2.265537849920112,0.0029446319999983928,0.0029446319999983928,-0.8461083486685622,0.009819154423485823,10.875611580344334,0.002057864999997605,0.002057864999997605
21.476200000000002,-3.8050707477396086,-13.30679657964143,5.595872353149205,0.0028542989999991164,0.0028542989999991164,-1.0530425933595842,-3.615389430428073,10.447601330588734,0.0017579689999962511,0.0017579689999962511
21.4962,-3.3386252463130943,-13.440370028411886,7.251277471180412,0.0027242110000003095,0.0027242110000003095,-0.5591511461193721,-7.679986346585276,8.104047366103995,0.0014581249999991996,0.0014581249999991996
21.5162,-1.2093594553355866,-10.436447235625266,8.14683685891649,0.002594734999998849,0.002594734999998849,0.36273768430930864,-10.619408861150063,4.363755585743718,0.0011445309999977837,0.0011445309999977837
21.5362,0.79829242173414,-6.360382381140505,8.223789222437505,0.002441291000000234,0.002441291000000234,1.502729756686111,-11.466753029921469,0.7669923266610477,0.000858386000000877,0.000858386000000877
21.5562,1.5133083209587546,-3.2353090603741053,8.061682653737881,0.002333297999999928,0.002333297999999928,2.002880356525887,-10.837673310326414,-1.7667454531089333,0.000558489999999523,0.000558489999999523
21.5762,0.6865795707113305,-1.4043167227935602,7.7140384387922385,0.002182744000002401,0.002182744000002401,1.5309826959376007,-9.957739043062587,-3.610181593079035,0.0002448960000016598,0.0002448960000016598
21.5962,-0.322763492465886,0.29645251131383754,6.894959364381124,0.002046756000002148,0.002046756000002148,1.4019956676134289,-9.555075861157086,-5.4547808787820555,4.124999999888246e-05,4.124999999888246e-05
21.616200000000003,-0.944046782999403,2.0922651091618736,4.976231142590979,0.001942791999997695,0.001942791999997695,1.0694037217993992,-9.279293783832278,-7.088484432735479,0.00034114600000378914,0.00034114600000378914
21.636200000000002,-0.2551730550812913,3.219817655060586,3.3519191488042512,0.0018126229999992916,0.0018126229999992916,0.9256191893193282,-9.14183522985944,-9.042640087190504,0.0006547390000015696,0.0006547390000015696
21.656200000000002,0.5078417027385833,3.7509879565524664,2.203474110298993,0.0016819259999998337,0.0016819259999998337,1.3499350991084964,-9.363623545498724,-10.28028138361868,0.0009408850000021118,0.0009408850000021118
21.6762,0.6029574555030643,4.232541388689653,0.7085567725188406,0.0015284819999976662,0.0015284819999976662,1.50875889713318,-9.214660527482826,-10.740883527604772,0.001240780999999913,0.001240780999999913
21.6962,0.35789524126119876,4.440814550838963,-0.5418571041700004,0.0014215059999997948,0.0014215059999997948,1.4336811291735727,-8.759749494577008,-10.833252291537821,0.0015406250000005173,0.0015406250000005173
21.7162,0.33464157627107594,4.0752304621293485,-0.9881754378468651,0.0012915010000007499,0.0012915010000007499,1.5682206752312826,-8.243898287048559,-10.829397580039945,0.0018405210000018712,0.0018405210000018712
21.7362,0.63910203475151,4.244126329553722,-1.146280196097513,0.001161290999998954,0.001161290999998954,1.6071729376430692,-7.7777586918006305,-10.568150542106576,0.0021404169999996725,0.0021404169999996725
21.7562,0.27714382273709925,3.744140525451286,-0.7861227812447809,0.0009862009999999088,0.0009862009999999088,1.3059438554443867,-7.198639407435304,-9.980365190119375,0.002440260000000194,0.002440260000000194
21.776200000000003,0.005089184642519864,3.7175834711662326,-0.6072390263407785,0.0009006689999964124,0.0009006689999964124,1.1198231487072805,-6.892738961845971,-8.93331644572551,0.002740156000001548,0.002740156000001548
21.796200000000002,-0.18264319433915785,3.9944766448338567,-0.5451346599129915,0.000770459999998252,0.000770459999998252,1.385399249590586,-7.243641618520325,-7.130252591716097,0.003040052000002902,0.003040052000002902
21.816200000000002,0.26013047015090923,4.234512378356547,-0.44279346883646536,0.0006146969999996088,0.0006146969999996088,1.8343165079360915,-7.667781518555688,-5.182154333132985,0.003353646000000765,0.003353646000000765
21.8362,1.1391190527441966,4.207283798143883,-0.3314299708100198,0.0004840809999997475,0.0004840809999997475,2.471540946248111,-8.089118196147124,-2.9015661563680597,0.0036397920000013073,0.0036397920000013073
21.8562,1.805880773922535,4.180427554677971,-0.2560021298077784,0.0003541160000004595,0.0003541160000004595,2.818589147320388,-8.638121783928666,-0.4324826755198282,0.0039396870000025785,0.0039396870000025785
21.8762,2.1752466140543425,3.885848344198973,0.2809961101709637,0.00026724099999952955,0.00026724099999952955,3.1415195876822786,-8.294320545613362,1.5785570521284795,0.004253281000000442,0.004253281000000442
21.8962,1.9734292807636988,2.944104707261855,1.544382513013877,0.00011888399999904209,0.00011888399999904209,2.5000675523151923,-8.031752736790724,3.1734372861166626,0.004539427000000984,0.004539427000000984
21.9162,1.3028578194610771,1.4901049780706825,3.162284404761548,1.1447999998637215e-05,1.1447999998637215e-05,1.6308823430310078,-7.081119834895154,5.624290325636125,0.004839322999998785,0.004839322999998785
21.936200000000003,0.4194378492078896,0.5121035213267784,4.989994175757782,0.00014153500000091412,0.00014153500000091412,1.6130706318742682,-5.90319520049548,9.112960581580051,0.005152917000003754,0.005152917000003754
21.956200000000003,0.5439434550191165,-0.1689474429030691,6.352121714772033,0.0002719890000015823,0.0002719890000015823,1.6553166876077972,-4.608051950195103,10.37307118880567,0.005439062000004213,0.005439062000004213
21.976200000000002,1.7305710150700602,-1.5377638017800246,7.280750198415986,0.0004021160000000634,0.0004021160000000634,0.8401393041595002,-2.527741585879725,9.876122185585832,0.005738958000002015,0.005738958000002015
21.9962,2.2376628587996046,-3.1421497184238127,7.457687917669788,0.0005322850000020196,0.0005322850000020196,-1.0941903798897166,-0.12427134264144407,8.882668520549153,0.0060525520000034305,0.0060525520000034305
22.0162,1.050712060499558,-4.9080710989775795,8.251853867665243,0.000662778999998892,0.000662778999998892,-2.6286054024331946,2.705181600976648,8.544498530869815,0.00633869800000042,0.00633869800000042
22.0362,-0.44240016202605315,-8.410870869035895,8.87962433445485,0.0007927449999982628,0.0007927449999982628,-3.1268439964284225,5.425226728223404,8.579606667520947,0.006638594000001774,0.006638594000001774
22.0562,-1.9019887686402177,-10.72021078707558,7.458923541948587,0.000923360999998124,0.000923360999998124,-2.4924111767750126,7.389128290795833,7.687518691232411,0.0069521869999995545,0.0069521869999995545
22.0762,-2.3836354180656265,-10.861013423243003,5.72274467488098,0.0010536519999995164,0.0010536519999995164,-1.4967162824434452,8.011216195309451,5.7891791682310405,0.007238333000000097,0.007238333000000097
22.0962,-2.6985035652498115,-11.129269242167645,4.440129124662409,0.00118382099999792,0.00118382099999792,-1.525869321256138,7.689020591767707,3.109922531803893,0.007538228999997898,0.007538228999997898
22.116200000000003,-3.0145737919435325,-13.813546482624924,3.180220185032424,0.0013142330000022184,0.0013142330000022184,-2.8696403040265652,7.3442676496069135,0.4925720418818459,0.007851823000002867,0.007851823000002867
22.136200000000002,-3.240860975860082,-16.898344660859703,0.9060506928100612,0.0014440360000023134,0.0014440360000023134,-3.350118677094854,7.139094166041344,-2.039346301581628,0.008138021000000606,0.008138021000000606
22.156200000000002,-2.9465884683271604,-18.303423512659844,-2.1844498425305927,0.0015745300000027385,0.0015745300000027385,-2.4889494795805573,6.561826034868781,-3.8198202282586493,0.008437864000001127,0.008437864000001127
22.1762,-2.340047758963098,-16.922328239696427,-5.323330013604702,0.0017073849999995616,0.0017073849999995616,-1.3088554380385065,6.162434657223686,-4.863131351070561,0.008751458000002543,0.008751458000002543
22.1962,-1.461400323096742,-14.415676231823069,-7.677621628792617,0.0018623330000018257,0.0018623330000018257,-0.3699735927129666,6.03628670286884,-5.451736272185573,0.009037656000000283,0.009037656000000283
22.2162,-0.7629738165308075,-11.757665735413472,-10.097970657987291,0.001965158000000855,0.001965158000000855,0.23587807617700962,6.2670722958534935,-5.548932092909831,0.009337500000000887,0.009337500000000887
22.2362,-0.8658078883162691,-9.876357377390926,-11.326728726979612,0.002095245999999662,0.002095245999999662,0.4204156754942545,6.9264978588673625,-5.426453083820456,0.009637395999998688,0.009637395999998688
22.2562,-1.3840143086618653,-8.152289866356144,-12.67616851924611,0.002225779999999844,0.002225779999999844,0.12178423849189945,8.732734489421265,-5.383448145615158,0.009762813000001813,0.009762813000001813
22.276200000000003,-1.5093690392879253,-6.773635246280415,-12.685409597391278,0.00235599000000164,0.00235599000000164,-0.2008617120980043,9.988965152324338,-5.629603161703593,0.009449218999996845,0.009449218999996845
22.296200000000002,-1.419732373897471,-5.227488958504706,-11.979567320033674,0.0025111420000030193,0.0025111420000030193,-0.4006224859643237,11.329415741265734,-5.7159645367426855,0.009163072999996302,0.009163072999996302
22.316200000000002,-1.950642172587134,-4.701564360962366,-11.86513791214637,0.0026009870000009983,0.0026009870000009983,-0.7864614386160711,12.6207325171278,-5.382274160304628,0.008863176999998501,0.008863176999998501
22.3362,-2.476737809632351,-4.718446002498531,-12.453515132035738,0.002792760000001948,0.002792760000001948,-1.3225493198074796,13.361281864654346,-4.788531636100522,0.008549582999997085,0.008549582999997085
22.3562,-2.952530545740519,-4.948590986226582,-13.301121968747829,0.002876299000000415,0.002876299000000415,-1.6243378542600961,13.54553977736408,-3.7151243148870545,0.008263438000000178,0.008263438000000178
22.3762,-3.210130402217641,-5.065903728606403,-14.115212474959412,0.0030431299999982286,0.0030431299999982286,-1.720902171483222,13.328789344220052,-2.1577255000556166,0.007963541999998824,0.007963541999998824
22.3962,-2.777121283652301,-5.216738095625625,-14.069974378709212,0.0031634099999990895,0.0031634099999990895,-1.9030721117785476,12.86918713311957,-0.07040646362694125,0.007649896000000211,0.007649896000000211
22.4162,-2.233065674437521,-5.63797665431964,-13.505397696439585,0.00326782299999806,0.00326782299999806,-1.7433561875934591,12.23818538813224,2.1077306775027265,0.007363749999999669,0.007363749999999669
22.436200000000003,-2.159607913588741,-6.470463455284493,-12.858095206265691,0.0033979910000034863,0.0033979910000034863,-1.551766402420291,11.106001462139448,3.620017894330913,0.007063853999998315,0.007063853999998315
22.456200000000003,-2.3073422166021826,-7.625555197108424,-12.128939188211717,0.0035276720000005923,0.0035276720000005923,-1.7321334177802683,9.640866446356492,5.295286487672449,0.006750260999996982,0.006750260999996982
22.476200000000002,-2.49303763104933,-9.025608027705543,-10.93602524230761,0.003683515000002302,0.003683515000002302,-2.2614570454987817,8.07345300402483,9.159959531742835,0.00646411499999644,0.00646411499999644
22.4962,-2.501975459072477,-10.270297260876275,-9.053847136738971,0.003788172000000145,0.003788172000000145,-2.6271339846756554,5.434578054924736,11.127390951678324,0.0061642189999986385,0.0061642189999986385
22.5162,-2.418423693866175,-11.648996848524314,-7.065207446354091,0.0039186650000004875,0.0039186650000004875,-1.0566570965563842,4.010686234259036,11.604263083480234,0.005850624999997223,0.005850624999997223
22.5362,-2.7021811032209855,-12.780715890404645,-5.068172018997915,0.004049485999999547,0.004049485999999547,-0.39581390325148846,2.7652049856886722,11.356286045231306,0.005564479000000233,0.005564479000000233
22.5562,-2.5219169766354153,-13.262051197098794,-2.919649432464219,0.004179613999998111,0.004179613999998111,-0.9001534097725528,1.2207332079743438,10.791509962643017,0.005264582999998879,0.005264582999998879
22.5762,-3.3622619846871835,-13.910445931503569,-0.02602562281813975,0.004310025999998857,0.004310025999998857,-1.2664475842445482,-1.2089824316888722,10.64003430427876,0.004950938000000349,0.004950938000000349
22.5962,-5.142234004694545,-15.545905186605326,1.9530387528261737,0.004439706999999515,0.004439706999999515,-1.2131487699553734,-5.320976795567481,9.944215102409446,0.004664791999999807,0.004664791999999807
22.616200000000003,-5.5498534342884245,-15.744566732437399,3.509690052660267,0.004596487000000593,0.004596487000000593,-0.12357730281479545,-9.765172252508785,7.046527480189199,0.004364895999998453,0.004364895999998453
22.636200000000002,-3.644013945197195,-14.046564739651886,5.489169097593635,0.004700614000000769,0.004700614000000769,1.272035753197767,-11.83960717832734,3.457075773755369,0.004051301999997037,0.004051301999997037
22.656200000000002,-0.8887613663424506,-10.767829655059833,6.893612387805918,0.004830741999999333,0.004830741999999333,2.010658377756472,-11.455752537089468,0.28723108628066196,0.0037651559999964945,0.0037651559999964945
22.6762,1.1643426483263788,-7.210891275482338,7.366643890569242,0.004961235999999758,0.004961235999999758,1.7230444086698617,-11.128951786983611,-1.860007550722777,0.003465260999998776,0.003465260999998776
22.6962,1.3106509224990628,-4.561257307630267,7.538882074481726,0.005120416000000461,0.005120416000000461,0.8447065078353706,-11.359020896345521,-3.675529511785519,0.00315166699999736,0.00315166699999736
22.7162,0.5530842077690052,-2.6854560029704975,7.307383794165069,0.005221533000000278,0.005221533000000278,0.5129656417419928,-11.406271952453206,-5.677531893091553,0.002865468999999621,0.002865468999999621
22.7362,-0.4443510704933771,-0.9179389087604024,6.2300656726823656,0.005351987000000946,0.005351987000000946,0.5220570693800397,-11.819150978761831,-8.521628515579852,0.0025656249999990166,0.0025656249999990166
22.7562,0.15005294721636786,0.9332079350408782,4.7297916511204185,0.005481747999997566,0.005481747999997566,0.6484771625745158,-11.579164609465861,-11.115137350321529,0.0022519790000004036,0.0022519790000004036
22.776200000000003,1.2574473929485805,2.357914726580277,3.256339232350136,0.005637064000001857,0.005637064000001857,1.5197280288227355,-11.132569615016333,-12.799961737646933,0.0019658329999963087,0.0019658329999963087
