Timestamp,Sensor,X,Y,Z,W
95346188223613,Gyro,0.074629,0.005321,0.001064,
95346208136613,Gyro,0.084340,-0.003326,0.007184,
95346209814613,pre,996.314270,,,
95346218573613,pre,996.306030,,,
95346240149613,pre,996.311279,,,
95346218092863,Gyro,0.053211,-0.001330,0.007317,
95346238005363,Gyro,0.055473,0.005055,-0.008780,
95346255530613,pre,996.310486,,,
95346270819613,pre,996.315735,,,
95346286108613,pre,996.312744,,,
95346257918113,Gyro,0.067578,0.008115,-0.020885,
95346277831113,Gyro,0.059065,0.006119,-0.033523,
95346301428613,pre,996.317993,,,
95346316717613,pre,996.309021,,,
95346297766863,Gyro,0.067445,0.003326,-0.045496,
95346317725363,Gyro,0.096711,0.001862,-0.067844,
95346327704613,Lacc,-0.007496,0.010496,-0.054220,
95346327704613,GameRo,0.006582,0.016524,0.000122,0.999842
95346331915613,pre,996.312744,,,
95346347327613,pre,996.310486,,,
95346362616613,pre,996.306030,,,
95346337660863,Gyro,0.121189,0.005055,-0.078620,
95346357573363,Gyro,0.111478,0.013303,-0.088464,
95346347617113,Lacc,0.002301,0.038463,0.028769,
95346347617113,GameRo,0.008521,0.016584,-0.001242,0.999825
95346367529613,Lacc,-0.008138,0.060378,0.010005,
95346367529613,GameRo,0.008521,0.016584,-0.001242,0.999825
95346377905613,pre,996.305237,,,
95346393194613,pre,996.308289,,,
95346377463113,Gyro,0.100436,0.014766,-0.101900,
95346397330113,Gyro,0.070771,0.016895,-0.124248,
95346408606613,pre,996.306763,,,
95346387396613,Lacc,-0.018266,0.054866,0.038461,
95346387396613,GameRo,0.010740,0.016840,-0.003056,0.999796
95346407263613,Lacc,-0.017044,0.078739,0.085515,
95346407263613,GameRo,0.010740,0.016840,-0.003056,0.999796
95346423773613,pre,996.317993,,,
95346439093613,pre,996.313538,,,
95346417242863,Gyro,0.020885,0.025142,-0.145666,
95346437201363,Gyro,0.006651,0.032592,-0.167349,
95346427222113,Lacc,-0.018238,-0.020256,0.001400,
95346427222113,GameRo,0.012011,0.017217,-0.005569,0.999764
95346447180613,Lacc,0.006059,-0.063514,-0.018001,
95346447180613,GameRo,0.012011,0.017217,-0.005569,0.999764
95346462012613,pre,996.306030,,,
95346477331613,pre,996.306030,,,
95346457136863,Gyro,-0.005055,0.042436,-0.173203,
95346477049363,Gyro,-0.005986,0.052014,-0.129303,
95346467093113,Lacc,0.078908,-0.221472,-0.054509,
95346467093113,GameRo,0.012022,0.017931,-0.008873,0.999728
95346487005613,Lacc,0.173600,-0.419975,-0.047675,
95346487005613,GameRo,0.012021,0.017930,-0.008873,0.999728
95346492590613,pre,996.302979,,,
95346507910613,pre,996.306763,,,
95346523199613,pre,996.313538,,,
95346496962113,Gyro,-0.048954,0.082078,-0.008647,
95346516875113,Gyro,-0.487016,0.180785,0.257809,
95346506918613,Lacc,0.432474,-0.292454,0.399354,
95346506918613,GameRo,0.011842,0.019051,-0.011268,0.999685
95346526831613,Lacc,1.442435,2.360297,-0.335088,
95346526831613,GameRo,0.011852,0.019046,-0.011267,0.999685
95346538489613,pre,996.305237,,,
95346553808613,pre,996.306030,,,
95346536795613,Gyro,-2.613205,0.361837,-0.020353,
95346556723613,Gyro,-3.121106,0.787261,0.200074,
95346546759613,Lacc,4.712542,-0.404900,-1.337062,
95346569189613,pre,996.306763,,,
95346546759613,GameRo,-0.002996,0.022287,-0.006467,0.999726
95346566687613,Lacc,1.366294,-5.682404,-2.158117,
95346566687613,GameRo,-0.003024,0.022281,-0.006468,0.999726
95346584387613,pre,996.303772,,,
95346599676613,pre,996.301514,,,
95346576613363,Gyro,-1.659792,0.374873,-0.138615,
95346596464863,Gyro,-2.438140,0.336694,-1.382029,
95346586539113,Lacc,3.925683,-0.122860,-1.483176,
95346586539113,GameRo,-0.062738,0.036810,-0.004973,0.997339
95346606390613,Lacc,4.568458,1.802224,-1.251084,
95346606390613,GameRo,-0.062729,0.036784,-0.004975,0.997340
